"Leto","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Poraba",9582.000,9971.000,10197.000,10432.000,10664.000,11091.000,11823.000,12204.000,12679.000,12872.000,13298.000,13405.000,12945.000,11423.000,12063.000,12612.000,12540.000,12587.000,12559.000,12895.000,13121.000,13622.625,13807.675,13775.681,13046.905,13550.049,13127.707,12456.021,12455.237
